customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5028-JWOHD,Female,1,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,75.86,1926.16,No
6093-XRJDR,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.27,4897.09,No
5073-WITXA,Female,0,Yes,Yes,71,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,59.76,4206.12,No
1346-QEJFZ,Male,0,No,No,41,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,45.82,1890.48,No
3910-GUWLM,Female,1,Yes,No,15,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),42.69,649.21,Yes
6920-UASCV,Male,0,Yes,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),60.07,3411.41,No
2532-FBQEM,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,106.88,3947.13,No
9064-ILSIC,Female,1,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.71,2003.12,No
9142-KFNNV,Female,1,No,No,63,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),75.68,4808.86,No
6590-HIZDE,Male,1,Yes,Yes,56,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),90.85,5123.78,No
5644-CZOJR,Female,1,Yes,Yes,5,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,100.0,453.52,No
8983-RMVFQ,Female,1,No,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,69.84,1902.72,Yes
6691-KMFFA,Female,1,No,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),116.6,8081.18,No
2741-CLAFK,Male,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,114.79,5630.21,No
9369-FQBKJ,Female,1,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,69.76,3202.22,No
4711-EGPZL,Female,0,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),97.55,3037.08,No
3388-LTPYV,Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),64.58,1636.11,Yes
8254-QMRFL,Male,1,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.06,3349.34,Yes
2262-TMDOH,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),65.81,3405.35,No
5920-CIRTO,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),75.66,3130.75,Yes
5447-ILSNM,Female,1,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),37.74,839.27,No
1480-EADNE,Female,1,Yes,Yes,51,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,105.16,5321.29,No
5632-GBKDC,Male,0,No,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.11,5106.18,No
7085-AESWI,Female,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,98.04,7078.54,No
1339-URFUC,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,21.06,1070.29,No
4357-OUHFQ,Female,1,Yes,No,49,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),46.31,2228.68,No
4647-LKSAU,Male,1,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),95.0,873.13,No
4341-KEBGN,Female,1,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),89.87,3242.79,Yes
9695-KZNOU,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),111.97,5785.14,No
1945-QFWNO,Male,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,86.57,3282.29,Yes
1540-KEMCD,Female,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.77,2066.21,No
7955-NIAOV,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),43.25,814.05,No
2645-RBOOI,Male,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),72.21,1639.95,No
7239-DVKSL,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),34.73,1546.84,No
1321-QQBFD,Female,1,No,No,16,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),49.79,840.97,No
4751-VQQQG,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),89.07,5845.06,No
1030-TLRYK,Male,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),54.4,2101.12,No
1706-DUEPY,Male,0,Yes,Yes,8,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,26.0,213.96,Yes
7696-ZVCRI,Female,0,Yes,Yes,15,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.18,558.01,No
9470-EMQXH,Female,1,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.09,595.13,No
7741-CZYBO,Female,1,Yes,Yes,34,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.75,2205.07,No
8040-IFXOV,Female,0,No,No,8,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,69.85,560.88,No
8808-FWFJU,Female,1,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),28.57,1932.75,No
5216-ULFMG,Female,1,No,Yes,51,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),116.55,5992.68,No
7447-KXLBK,Male,1,No,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,57.56,2544.2,No
3265-MVUSR,Female,1,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),98.14,5389.68,Yes
4287-ACOVW,Female,1,No,Yes,2,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),27.34,63.13,No
9706-SARRH,Male,1,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),63.04,1668.65,No
5986-ZXWYX,Male,1,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,43.99,1232.29,No
8130-ZNCVK,Male,0,No,No,50,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,40.53,2050.41,No
3217-BRAOK,Male,1,Yes,No,65,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),27.4,1769.13,No
5319-MAYAL,Female,1,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.56,5196.77,Yes
3403-SOMJD,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,92.93,5234.29,No
9823-TSLBZ,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),97.33,1835.17,No
5641-HVERC,Female,0,Yes,Yes,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.68,1263.72,Yes
4022-SBEGM,Female,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),102.41,5556.63,No
9622-ADCJD,Male,1,Yes,Yes,42,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),103.62,4371.48,Yes
7849-VBLKU,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.71,321.48,No
1730-DUCZI,Female,0,Yes,No,43,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,118.71,5126.68,No
6724-OSAZV,Female,1,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),106.05,7654.38,No
1420-HSREG,Female,1,No,Yes,10,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,108.34,1037.49,Yes
9486-MBKGM,Female,0,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.76,,No
6273-VEZZT,Male,0,No,No,1,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.62,117.16,Yes
4565-OCELX,Female,1,Yes,Yes,64,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,53.17,3392.5,No
3453-WMOLD,Female,1,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,47.59,2315.27,No
9719-NDKPS,Female,1,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,107.86,4433.69,No
1515-MEUYZ,Female,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,81.57,3458.85,Yes
9214-ZJRFK,Male,1,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.83,733.83,Yes
7765-QOGER,Male,1,Yes,Yes,8,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,69.04,513.54,Yes
2070-QZPOO,Male,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),116.05,3115.92,No
8189-DLPFF,Male,0,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,87.69,574.65,No
7732-CZHUB,Female,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.59,615.42,No
3433-CYBWV,Female,1,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),62.16,2068.29,No
5485-XOCWS,Female,0,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),109.66,6729.54,No
3889-XFBLR,Male,1,No,No,31,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),31.3,961.84,No
1564-GZJZJ,Male,0,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),82.28,5550.81,No
4174-LKFNP,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.29,998.73,Yes
9869-IPLGA,Female,1,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,42.1,402.98,No
7732-KKNDX,Male,0,No,Yes,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,45.26,2439.4,No
7348-LKBNU,Male,1,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,116.57,6258.32,Yes
2564-PZWAS,Female,1,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),87.34,6071.97,No
5854-NENJU,Male,1,Yes,Yes,57,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),92.2,5244.97,Yes
8271-EWQHV,Male,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.28,3833.84,Yes
8856-UXUVU,Male,0,Yes,Yes,27,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),110.86,3018.84,No
4501-GNOBS,Female,1,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,43.92,1184.7,No
3077-QFDBV,Female,1,Yes,Yes,68,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),56.97,3869.31,Yes
6407-LGIIV,Male,1,No,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,108.29,,No
7838-HRWUZ,Female,1,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,70.19,911.19,Yes
9639-WFUMC,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,63.23,284.71,No
6511-HWFVG,Female,0,Yes,Yes,55,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),89.14,4868.04,No
5752-SPQPZ,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,77.85,3730.92,Yes
1542-BQWTO,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,111.03,4900.92,No
2999-EEYTK,Male,1,No,No,44,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,34.49,1532.72,No
1563-UHCIJ,Female,1,No,Yes,50,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),73.13,3705.34,Yes
9034-ARHFY,Male,1,No,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),31.27,1547.61,No
8605-EZQZN,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.07,373.54,Yes
5030-XJZEU,Male,1,No,No,59,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),36.65,2209.96,No
2073-VQJSW,Female,1,No,No,18,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),37.5,652.37,No
9255-KKBOE,Male,1,Yes,No,48,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),54.58,2608.81,No
1536-NWDBZ,Male,1,No,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),73.91,2998.68,No
9720-AIYAB,Female,0,No,Yes,12,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,65.07,757.1,No
9135-XMLJY,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,102.47,4205.15,No
5059-AVQXZ,Male,0,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.89,620.69,No
8035-DKIMH,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,57.71,2026.99,Yes
3323-AAMNZ,Male,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,91.38,74.31,No
7295-JJHXK,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,54.1,3419.29,No
7682-NNTTQ,Male,0,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,102.11,4769.0,No
7566-BNVGC,Female,1,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),53.25,3240.64,Yes
1533-KVCFT,Male,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,48.5,1041.36,No
9699-IYJCS,Female,1,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.51,1975.67,No
6638-OINUH,Female,1,Yes,Yes,50,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),89.51,4455.94,No
2240-UWKXK,Male,0,Yes,No,36,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),56.12,1979.27,No
5226-NREJJ,Male,1,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,46.98,950.23,No
5477-WEQPQ,Female,1,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),119.44,1756.4,No
4859-DBGWX,Female,0,Yes,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,22.5,126.51,Yes
3729-PRJTR,Male,1,Yes,No,29,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),103.33,2957.35,Yes
4596-TAVBF,Female,0,No,No,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),27.42,677.18,Yes
3859-QKSON,Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,103.79,4301.74,No
7752-TKSWG,Male,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.96,218.53,No
2157-HHGHV,Female,1,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),43.37,1205.75,No
7433-QKDNG,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.27,1615.78,No
5653-UVTOR,Male,1,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),100.59,2478.03,Yes
6843-IDTPS,Male,0,No,No,33,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,79.7,2658.33,No
2914-BFJXG,Female,1,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,28.79,,Yes
6289-YCCPD,Female,1,Yes,Yes,31,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),94.98,2909.36,No
6465-HLGLO,Male,1,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,100.53,801.71,No
5925-DQFSN,Male,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),26.53,1363.22,Yes
9007-UXAWD,Male,1,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),33.32,1694.33,Yes
6696-LIFJU,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),116.95,8405.41,Yes
2405-XQBQR,Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,57.44,1993.37,Yes
9777-FYWJP,Male,1,No,No,46,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),35.89,1653.83,No
8641-CPMEM,Male,0,Yes,Yes,58,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,78.99,4597.53,No
1549-SNUHI,Male,1,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),46.35,,No
6012-DWTMF,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.36,3169.9,No
3784-KXBJD,Male,1,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.13,1333.26,No
1751-ZUUJG,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),69.45,2660.3,No
2882-PBYNU,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.52,667.34,Yes
7889-VJKBY,Male,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.38,445.09,Yes
7896-RIPAN,Male,1,Yes,No,41,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),63.49,2595.67,Yes
2367-PWRVR,Female,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,45.8,2700.67,No
3464-POELQ,Male,1,Yes,Yes,12,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),29.57,371.57,No
6490-FDNZZ,Female,1,No,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,42.99,2093.52,No
2145-KQVMF,Male,0,No,Yes,41,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,87.69,3577.31,No
3991-FMZRW,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,37.48,1504.35,No
7176-MLQRG,Male,1,No,Yes,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),114.87,706.26,Yes
1661-SPXTO,Female,0,Yes,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.17,5553.82,No
4449-UXMUA,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,81.69,,No
6920-ROCVD,Female,0,Yes,Yes,39,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),116.38,4565.6,Yes
2538-NCJAZ,Male,1,No,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,39.25,1059.56,Yes
8601-JDEPA,Male,0,Yes,No,27,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,119.96,3276.39,No
2544-UCFNL,Male,1,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.2,1858.84,No
4034-HDCHV,Female,1,Yes,No,16,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),116.29,1838.43,No
2163-XFQWG,Male,1,Yes,No,66,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,21.98,1417.23,No
6830-OOQSQ,Male,0,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,106.2,1672.38,No
3948-ECUCH,Male,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,52.02,756.29,No
8085-LNSBZ,Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,55.62,,No
1737-NOXYU,Female,1,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.8,129.06,Yes
6789-RAGTB,Female,1,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),104.36,6300.26,Yes
6760-KKMHP,Female,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),115.06,3641.75,Yes
5493-NVHOY,Male,1,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,70.0,297.4,No
1751-CFUAG,Male,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.23,2151.75,No
7709-WHPOE,Male,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),61.93,698.97,No
2300-EGZIU,Male,1,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),89.67,1839.48,No
9289-FXHSH,Male,0,Yes,Yes,62,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),46.55,2865.73,No
1113-WJRXL,Female,1,No,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,100.16,4530.93,Yes
2545-GRGFO,Female,1,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.06,467.98,Yes
2973-XAATL,Male,0,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,58.96,198.19,Yes
